PlayerID,SeasonType,Season,Team,Number,Name,Position,PositionCategory,Activated,Played,Started,OffensiveSnapsPlayed,DefensiveSnapsPlayed,SpecialTeamsSnapsPlayed
18007,1,2020,LV,36,D.Worley,CB,DEF,10,10,5,0,182,25
18008,1,2020,NE,62,J.Thuney,G,OFF,16,16,16,519,0,33
18009,1,2020,PHI,73,I.Seumalo,G,OFF,9,9,8,311,0,14
18011,1,2020,IND,62,L.Clark,OT,OFF,12,12,3,92,0,16
18012,1,2020,NYJ,48,J.Jenkins,OLB,DEF,12,12,12,0,280,34
18013,1,2020,WAS,29,K.Fuller,CB,DEF,14,14,13,0,473,0
18015,1,2020,LAC,59,N.Vigil,OLB,DEF,15,15,2,1,165,111
18016,1,2020,NYG,51,K.Fackrell,OLB,DEF,12,12,9,0,322,14
18017,1,2020,PHI,93,J.Hargrave,DT,DEF,15,15,11,0,318,35
18018,1,2020,IND,7,J.Brissett,QB,OFF,16,11,0,25,0,0
18019,1,2020,DEN,88,N.Vannett,TE,OFF,15,15,11,191,0,2
18020,1,2020,DEN,61,G.Glasgow,C,OFF,13,13,13,405,0,22
18023,1,2020,DEN,31,J.Simmons,FS,DEF,16,16,16,0,577,49
18026,1,2020,IND,91,S.Day,DT,DEF,4,4,0,0,33,2
18027,1,2020,BAL,25,T.Young,CB,DEF,2,2,0,0,20,3
18029,1,2020,HOU,23,E.Murray,FS,DEF,14,14,14,0,499,10
18030,1,2020,BAL,10,C.Moore,WR,OFF,3,3,0,4,0,22
18031,1,2020,CLE,93,B.Goodson,ILB,DEF,14,14,14,0,449,37
18032,1,2020,LAR,89,T.Higbee,TE,OFF,15,15,6,432,0,20
18033,1,2020,DET,35,M.Killebrew,FS,DEF,15,15,0,0,174,13
18035,1,2020,LV,44,N.Kwiatkoski,ILB,DEF,12,12,12,0,345,39
18037,1,2020,ARI,59,D.Campbell,OLB,DEF,16,16,16,0,468,40
18038,1,2020,PHI,98,H.Ridgeway,DT,DEF,7,7,0,0,73,29
18039,1,2020,CAR,14,P.Cooper,WR,OFF,16,16,1,80,0,61
18040,1,2020,CAR,31,J.Burris,SS,DEF,13,13,12,0,419,40
18041,1,2020,GB,32,T.Ervin,RB,OFF,8,8,0,75,0,26
18042,1,2020,NO,93,D.Onyemata,NT,DEF,15,15,15,0,317,31
18044,1,2020,PIT,65,J.Hawkins,OT,OFF,14,13,0,42,0,0
18045,1,2020,CHI,26,D.Bush,FS,DEF,11,11,0,2,34,97
18047,1,2020,KC,11,D.Robinson,WR,OFF,16,16,9,377,0,24
18051,1,2020,NYJ,71,A.Lewis,G,OFF,9,9,9,288,0,16
18052,1,2020,NYG,54,B.Martinez,ILB,DEF,16,16,15,0,563,1
18053,1,2020,SF,61,W.Henry Jr.,DT,DEF,1,1,0,0,1,0
18054,1,2020,DAL,28,R.Robinson,CB,DEF,4,4,3,0,99,12
18055,1,2020,DAL,4,D.Prescott,QB,OFF,5,5,4,191,0,0
18056,1,2020,GB,94,D.Lowry,DE,DEF,16,16,16,0,319,68
18057,1,2020,ARI,86,S.DeValve,TE,OFF,4,4,0,25,0,28
18058,1,2020,MIN,11,T.Sharpe,WR,OFF,6,4,0,15,0,0
18061,1,2020,MIA,30,D.Washington,RB,OFF,5,4,1,46,0,3
18062,1,2020,NYJ,60,C.McGovern,C,OFF,16,16,16,514,0,1
18064,1,2020,BAL,99,M.Judon,OLB,DEF,14,14,13,0,298,25
18065,1,2020,BUF,90,Q.Jefferson,DT,DEF,16,16,3,0,283,35
18066,1,2020,NE,65,C.Benenoch,G,OFF,1,0,0,0,0,0
18067,1,2020,PHI,41,J.Howard,RB,OFF,7,7,4,36,0,0
18068,1,2020,DET,66,J.Dahl,G,OFF,11,8,4,148,0,11
18069,1,2020,WAS,98,M.Ioannidis,DT,DEF,3,3,0,0,43,11
18070,1,2020,PIT,29,W.Smallwood,RB,OFF,1,1,0,1,0,0
18072,1,2020,TB,73,J.Haeg,OT,OFF,16,12,3,69,0,33
18073,1,2020,DET,38,J.Williams,RB,OFF,5,5,0,17,1,4
18074,1,2020,CIN,38,L.Sims,CB,DEF,14,13,10,0,321,36
18075,1,2020,SEA,72,B.Shell,OT,OFF,12,11,10,357,0,28
18079,1,2020,CIN,9,K.Hogan,QB,OFF,1,0,0,0,0,0
18081,1,2020,DET,72,H.Vaitai,OT,OFF,10,10,10,239,0,13
18082,1,2020,KC,10,T.Hill,WR,OFF,15,15,15,478,0,1
18083,1,2020,CIN,98,D.Reader,NT,DEF,5,5,5,0,137,12
18084,1,2020,NYJ,37,M.Christian,SS,DEF,1,1,0,0,3,0
18087,1,2020,LAC,64,C.Toner,OL,OFF,11,10,3,158,0,11
18088,1,2020,SEA,41,A.Collins,RB,OFF,3,3,0,28,0,0
18089,1,2020,CLE,82,R.Higgins,WR,OFF,13,13,6,266,0,4
18093,1,2020,CLE,31,A.Janovich,FB,OFF,14,14,3,91,0,116
18094,1,2020,WAS,88,T.Hemingway,TE,OFF,8,8,0,34,0,50
18096,1,2020,GB,9,D.Kaser,P,ST,0,0,0,0,0,0
18100,1,2020,CHI,44,D.Bond,OLB,DEF,2,2,0,0,2,0
18102,1,2020,CHI,36,D.Houston-Carson,S,DEF,16,16,0,0,85,157
18103,1,2020,MIA,19,J.Grant Sr.,WR,OFF,14,14,3,196,0,57
18104,1,2020,PHI,7,N.Sudfeld,QB,OFF,2,1,0,5,0,0
18106,1,2020,DAL,30,A.Brown,CB,DEF,10,10,7,0,282,2
18108,1,2020,MIA,5,J.Rudock,QB,OFF,0,0,0,0,0,0
18112,1,2020,WAS,71,W.Schweitzer,G,OFF,16,16,12,525,0,35
18113,1,2020,PHI,33,B.Countess,SS,DEF,2,2,0,0,2,11
18114,1,2020,NE,45,D.Vitale,FB,OFF,0,0,0,0,0,0
18115,1,2020,PIT,44,D.Watt,FB,OFF,13,12,0,29,0,110
18118,1,2020,CIN,8,B.Allen,QB,OFF,5,5,5,147,0,0
18119,1,2020,NO,69,A.Zettel,DE,DEF,1,1,0,0,2,1
18121,1,2020,CHI,21,J.Lucas,SS,DEF,0,0,0,0,0,0
18123,1,2020,DEN,9,J.Driskel,QB,OFF,4,3,1,61,0,0
18124,1,2020,MIA,51,K.Grugier-Hill,OLB,DEF,15,15,1,0,130,103
18125,1,2020,DAL,28,M.Canady,CB,DEF,0,0,0,0,0,0
18128,1,2020,MIA,35,K.Frazier,SS,DEF,15,15,0,0,112,70
18130,1,2020,MIA,44,E.Roberts,LB,DEF,13,13,11,0,213,23
18131,1,2020,IND,68,J.Hunt,C,OFF,6,1,0,3,0,0
18134,1,2020,DEN,27,W.Parks,SS,DEF,10,10,3,0,166,39
18135,1,2020,PHI,41,K.Seymour,CB,DEF,2,2,0,0,43,13
18137,1,2020,MIA,67,T.Karras,C,OFF,16,16,15,566,0,40
18143,1,2020,CAR,91,S.Weatherly,DE,DEF,9,9,9,0,190,15
18144,1,2020,NYG,9,R.Dixon,P,ST,16,16,0,5,0,57
18149,1,2020,PHI,21,J.Mills,SS,DEF,15,15,14,0,536,43
18152,1,2020,NO,24,D.Washington,RB,OFF,11,11,0,3,0,108
18160,1,2020,DET,42,J.Kearse,FS,DEF,11,11,7,0,267,42
18161,1,2020,MIA,42,C.Fejedelem,SS,DEF,13,13,0,0,121,48
18162,1,2020,BUF,44,T.Matakevich,ILB,DEF,16,16,0,0,147,70
18164,1,2020,LAR,66,A.Blythe,G,OFF,16,16,6,594,0,38
18167,1,2020,SF,59,J.Walker,ILB,DEF,12,12,0,0,4,145
18177,1,2020,NE,31,J.Jones,CB,DEF,16,16,7,0,386,89
18178,1,2020,PHI,34,C.LeBlanc,CB,DEF,9,9,1,0,115,13
18180,1,2020,ARI,6,T.Smith,ILB,DEF,3,3,0,0,0,22
18187,1,2020,CAR,11,R.Anderson,WR,OFF,16,16,16,426,0,1
18190,1,2020,NO,25,K.Crawley,CB,DEF,6,6,0,4,3,22
18197,1,2020,CIN,12,A.Erickson,WR,OFF,16,16,2,107,0,46
18202,1,2020,PHI,41,T.Williams,CB,DEF,2,2,0,0,18,3
18203,1,2020,SF,64,J.Brendel,C,OFF,0,0,0,0,0,0
18205,1,2020,BAL,68,M.Skura,OL,OFF,15,15,12,354,0,39
18208,1,2020,GB,57,J.Burgess,ILB,DEF,4,4,0,4,0,20
18209,1,2020,IND,83,M.Johnson,WR,OFF,11,11,3,162,0,17
18210,1,2020,DEN,95,J.Heath,NT,DEF,0,0,0,0,0,0
18215,1,2020,HOU,7,K.Fairbairn,K,ST,16,16,0,1,4,74
18231,1,2020,MIN,0,T.Bertolet,K,ST,0,0,0,0,0,0
18237,1,2020,BUF,61,J.Zimmer,DT,DEF,12,12,0,0,146,2
18239,1,2020,SF,47,B.Boddy-Calhoun,CB,DEF,1,1,0,0,0,4
18241,1,2020,NYG,0,J.Holton,WR,OFF,1,1,0,0,0,4
18244,1,2020,DAL,99,A.Woods,DT,DEF,14,14,7,1,242,16
18253,1,2020,ARI,37,D.Foster,RB,OFF,10,10,0,23,0,51
18262,1,2020,LAC,82,S.Anderson,TE,OFF,16,16,3,73,0,158
18268,1,2020,DET,95,R.Okwara,DE,DEF,16,16,9,0,396,105
18269,1,2020,DET,18,G.Allison,WR,OFF,0,0,0,0,0,0
18274,1,2020,DAL,62,M.Henry,C,OFF,2,1,0,1,0,0
18279,1,2020,WAS,50,J.Norris,ILB,DEF,11,11,0,0,2,97
18292,1,2020,CHI,95,R.Robertson-Harris,DE,DEF,8,8,5,0,130,42
18293,1,2020,ARI,27,K.Peterson,CB,DEF,12,12,1,0,35,73
18312,1,2020,NYG,77,S.Pulley,C,OFF,15,0,0,0,0,0
18315,1,2020,MIN,69,R.Hill,OT,OFF,16,15,1,66,0,33
18316,1,2020,PIT,28,M.Hilton,CB,DEF,12,12,6,0,245,17
18321,1,2020,JAX,26,J.Wilson,FS,DEF,12,12,12,0,405,17
18330,1,2020,NYG,28,B.Williams,CB,DEF,6,6,0,2,0,32
18331,1,2020,KC,95,C.Jones,NT,DEF,15,15,14,0,367,20
18332,1,2020,TB,29,R.Smith,CB,DEF,16,16,0,0,0,190
18333,1,2020,NYG,98,A.Johnson,NT,DEF,16,16,0,0,122,17
18343,1,2020,CAR,83,M.Michel,WR,OFF,2,2,0,1,0,4
18355,1,2020,BUF,69,R.Ferguson,LS,ST,16,16,0,46,26,0
18369,1,2020,TEN,30,C.Milton,CB,DEF,14,14,0,0,0,118
18370,1,2020,DAL,61,A.Redmond,C,OFF,4,4,0,3,0,2
18375,1,2020,WAS,34,P.Barber,RB,OFF,16,16,2,103,0,69
18381,1,2020,IND,46,L.Rhodes,ILB,DEF,16,16,0,25,0,46
18388,1,2020,PIT,57,K.Canaday,LS,ST,16,16,0,27,0,51
18392,1,2020,NYJ,41,M.Farley,FS,DEF,16,16,2,0,223,48
18401,1,2020,NO,14,T.Lewis,WR,OFF,5,5,0,12,0,19
18416,1,2020,ARI,71,J.Murray,OT,OFF,13,13,7,319,0,30
18418,1,2020,CHI,72,A.Neary,OT,OFF,1,0,0,0,0,0
18421,1,2020,DEN,90,K.Peko,NT,DEF,0,0,0,0,0,0
18422,1,2020,TEN,14,K.Raymond,WR,OFF,15,15,3,131,0,89
18426,1,2020,MIN,52,E.Yarbrough,DE,DEF,4,4,0,0,44,26
18434,1,2020,JAX,39,D.Middleton,SS,DEF,10,10,0,0,1,101
18445,1,2020,CIN,80,M.Thomas,WR,OFF,14,14,0,121,0,36
18464,1,2020,WAS,41,J.McKissic,RB,OFF,16,16,7,340,0,26
18467,1,2020,ATL,41,S.Neasman,FS,DEF,16,16,2,0,153,159
18469,1,2020,NYJ,34,B.Poole,CB,DEF,9,9,7,0,255,40
18476,1,2020,NYJ,70,T.Coley,NT,DEF,6,6,2,0,102,4
18478,1,2020,NO,3,W.Lutz,K,ST,16,16,0,22,0,74
18480,1,2020,NYJ,51,P.Onwuasor,OLB,DEF,1,1,0,0,2,0
18481,1,2020,MIN,97,M.Pierce,NT,DEF,0,0,0,0,0,0
18494,1,2020,CIN,62,A.Redmond,G,OFF,9,9,7,240,0,15
18498,1,2020,CHI,81,J.Holtz,TE,OFF,16,16,1,46,0,110
18521,1,2020,ARI,28,C.Washington,FS,DEF,15,15,0,0,22,135
18522,1,2020,NO,85,C.Wick,TE,OFF,0,0,0,0,0,0
18528,1,2020,JAX,93,R.Gilbert,OLB,DEF,0,0,0,0,0,0
18537,1,2020,GB,78,B.Price,NT,DEF,2,2,0,0,3,1
18545,1,2020,HOU,57,B.Scarlett,OLB,DEF,11,11,4,0,158,78
18555,1,2020,LAR,97,M.Fox,DE,DEF,16,16,1,0,214,50
18559,1,2020,LV,42,C.Littleton,ILB,DEF,14,14,14,0,449,75
18563,1,2020,CIN,39,W.Rose,CB,DEF,2,0,0,0,0,0
18575,1,2020,CAR,78,W.Hamilton,NT,DEF,5,5,0,0,30,1
18576,1,2020,TB,26,A.Adams,SS,DEF,16,16,0,0,12,157
18587,1,2020,NO,86,J.Vander Laan,TE,OFF,0,0,0,0,0,0
18598,1,2020,BUF,74,B.Bryant,DT,DEF,1,1,0,0,2,0
18599,1,2020,NYJ,76,G.Fant,OT,OFF,14,14,14,439,0,14
18617,1,2020,NYG,39,E.Penny,RB,OFF,14,14,0,39,0,128
18619,1,2020,JAX,0,J.Brown,K,ST,1,1,0,0,0,1
18623,1,2020,IND,42,R.Milligan,SS,DEF,0,0,0,0,0,0
18645,1,2020,JAX,7,A.Rosas,K,ST,6,6,0,0,0,23
18652,1,2020,MIN,30,C.Ham,FB,OFF,15,15,11,214,0,114
18658,1,2020,KC,20,A.Hamilton,CB,DEF,16,16,0,0,71,174
18661,1,2020,DET,34,T.McRae,CB,DEF,8,8,0,1,60,10
18666,1,2020,BUF,82,D.Williams,WR,OFF,1,1,0,1,0,0
18673,1,2020,TB,85,J.Mickens,WR,OFF,10,10,0,40,0,66
18687,1,2020,SF,38,C.Edwards,S,DEF,0,0,0,0,0,0
18690,1,2020,LV,30,J.Richard,RB,OFF,13,13,0,101,0,32
18704,1,2020,NO,49,Z.Wood,LS,ST,16,16,0,44,0,36
18710,1,2020,GB,62,L.Patrick,G,OFF,16,16,15,498,0,37
18716,1,2020,NO,45,G.Griffin,TE,OFF,4,4,3,48,0,21
18717,1,2020,CLE,18,M.Hall,WR,OFF,13,12,6,195,0,17
18735,1,2020,NYJ,9,S.Ficken,K,ST,9,9,0,3,25,2
18761,1,2020,SF,76,I.Williams,G,OFF,0,0,0,0,0,0
18764,1,2020,LAC,35,T.Pope,RB,OFF,6,6,0,33,0,25
18803,1,2020,TB,28,L.Fournette,RB,OFF,13,13,3,203,0,0
18807,1,2020,CLE,95,M.Garrett,DE,DEF,14,14,14,0,402,31
18811,1,2020,CHI,10,M.Trubisky,QB,OFF,13,10,9,302,0,0
18825,1,2020,TB,97,Z.Triner,LS,ST,16,16,0,25,0,51
18851,1,2020,SF,46,T.Pepper,LS,ST,12,12,0,0,0,52
18857,1,2020,HOU,4,D.Watson,QB,OFF,16,16,16,519,0,0
18858,1,2020,CIN,28,J.Mixon,RB,OFF,6,6,6,154,0,0
18872,1,2020,MIN,33,D.Cook,RB,OFF,14,14,14,355,0,0
18875,1,2020,WAS,93,J.Allen,DT,DEF,16,16,15,0,429,19
18876,1,2020,CLE,85,D.Njoku,TE,OFF,13,13,5,217,0,0
18877,1,2020,CAR,22,C.McCaffrey,RB,OFF,3,3,3,91,0,0
18878,1,2020,NO,41,A.Kamara,RB,OFF,15,15,10,349,0,2
18879,1,2020,TEN,84,C.Davis,WR,OFF,14,14,12,381,0,1
18880,1,2020,TB,14,C.Godwin,WR,OFF,12,12,11,358,0,0
18881,1,2020,CIN,11,J.Ross III,WR,OFF,3,3,1,46,0,0
18882,1,2020,LAR,10,C.Kupp,WR,OFF,15,15,3,446,0,14
18883,1,2020,PIT,19,J.Smith-Schuster,WR,OFF,16,16,14,489,0,1
18890,1,2020,KC,15,P.Mahomes,QB,OFF,15,15,15,544,0,0
18896,1,2020,TB,15,C.Grayson,WR,OFF,3,3,0,22,0,11
18899,1,2020,DEN,72,G.Bolles,OT,OFF,15,15,15,537,0,33
18900,1,2020,IND,81,M.Alie-Cox,TE,OFF,15,15,6,267,0,18
18901,1,2020,TB,80,O.Howard,TE,OFF,4,4,1,70,0,11
18902,1,2020,NYG,21,J.Peppers,SS,DEF,15,15,14,0,482,47
18904,1,2020,SF,94,S.Thomas,DT,DEF,2,2,2,0,26,2
18905,1,2020,NO,23,M.Lattimore,CB,DEF,14,14,14,0,462,1
18907,1,2020,BUF,7,D.Webb,QB,OFF,0,0,0,0,0,0
18909,1,2020,ARI,43,H.Reddick,OLB,DEF,16,16,11,0,464,23
18910,1,2020,JAX,74,C.Robinson,OT,OFF,16,16,16,516,0,26
18911,1,2020,PHI,96,D.Barnett,DE,DEF,13,13,10,0,283,38
18912,1,2020,NYG,88,E.Engram,TE,OFF,16,16,13,444,0,19
18913,1,2020,DET,40,J.Davis,ILB,DEF,14,14,4,0,174,69
18914,1,2020,LAC,81,M.Williams,WR,OFF,15,15,11,423,0,0
18915,1,2020,CIN,96,T.McKinley,DE,DEF,4,4,4,0,45,0
18916,1,2020,PIT,90,T.Watt,OLB,DEF,15,15,15,0,454,23
18917,1,2020,BAL,44,M.Humphrey,CB,DEF,15,15,15,0,515,30
18918,1,2020,BUF,27,T.White,CB,DEF,14,14,13,0,465,20
18919,1,2020,KC,94,T.Charlton,DE,DEF,7,7,0,0,48,0
18920,1,2020,IND,29,M.Hooker,FS,DEF,2,2,2,0,37,0
18921,1,2020,ATL,92,C.Harris,DE,DEF,13,13,1,0,154,31
18922,1,2020,NO,71,R.Ramczyk,OT,OFF,16,16,16,550,0,46
18923,1,2020,SEA,33,J.Adams,SS,DEF,12,12,11,0,416,10
18924,1,2020,TEN,25,A.Jackson,CB,DEF,3,3,2,0,82,0
18925,1,2020,GB,20,K.King,CB,DEF,11,11,11,0,352,2
18926,1,2020,LV,12,Z.Jones,WR,OFF,16,16,2,153,0,0
18927,1,2020,ARI,32,B.Baker,FS,DEF,15,15,15,0,534,11
18928,1,2020,CAR,10,C.Samuel,WR,OFF,15,15,5,349,0,1
18929,1,2020,JAX,35,S.Jones IV,CB,DEF,9,9,6,0,160,4
18930,1,2020,BAL,54,T.Bowser,OLB,DEF,16,16,2,0,286,76
18931,1,2020,MIA,80,A.Shaheen,TE,OFF,16,16,5,195,0,0
18932,1,2020,DEN,57,D.Walker,DE,DEF,13,13,4,0,204,55
18934,1,2020,NYG,44,Q.Wilson,CB,DEF,5,3,1,0,16,1
18935,1,2020,LAR,81,G.Everett,TE,OFF,16,16,4,337,0,1
18936,1,2020,LV,54,R.McMillan,LB,DEF,16,16,4,0,90,151
18937,1,2020,NO,43,M.Williams,SS,DEF,14,14,14,0,466,2
18938,1,2020,NYG,94,D.Tomlinson,NT,DEF,16,16,15,0,348,67
18939,1,2020,NYJ,20,M.Maye,FS,DEF,16,16,16,0,603,25
18940,1,2020,LAC,76,F.Lamp,G,OFF,16,16,16,622,0,39
18943,1,2020,WAS,52,R.Anderson,OLB,DEF,9,9,0,0,77,67
18944,1,2020,CLE,27,K.Hunt,RB,OFF,16,16,5,290,0,0
18945,1,2020,PHI,50,D.Riley,OLB,DEF,13,13,8,0,301,134
18947,1,2020,PIT,95,C.Wormley,NT,DEF,13,13,1,0,79,12
18948,1,2020,BUF,73,D.Dawkins,OT,OFF,16,16,15,547,0,47
18950,1,2020,CAR,72,T.Moton,OT,OFF,16,16,16,548,0,39
18951,1,2020,SF,78,J.Willis,DE,DEF,10,9,0,0,121,5
18952,1,2020,CLE,65,L.Ogunjobi,DT,DEF,15,15,15,0,341,26
18953,1,2020,DAL,24,C.Awuzie,CB,DEF,8,8,5,0,240,21
18955,1,2020,JAX,29,J.Jones,FS,DEF,13,13,13,0,371,12
18956,1,2020,HOU,41,Z.Cunningham,OLB,DEF,16,16,16,0,500,64
18957,1,2020,TEN,45,D.Foreman,RB,OFF,6,6,0,17,0,3
18958,1,2020,NYJ,93,T.Basham,OLB,DEF,16,16,9,0,389,85
18959,1,2020,JAX,94,D.Smoot,DE,DEF,16,16,7,0,352,3
18960,1,2020,KC,92,T.Kpassagnon,DE,DEF,16,16,15,0,380,47
18961,1,2020,NYJ,67,P.Elflein,G,OFF,7,7,7,222,0,11
18963,1,2020,LAR,49,D.Rivers,DE,DEF,13,13,0,0,61,49
18964,1,2020,NO,47,A.Anzalone,ILB,DEF,16,16,9,0,278,95
18967,1,2020,HOU,95,E.Vanderdoes,NT,DEF,0,0,0,0,0,0
18968,1,2020,LAC,66,D.Feeney,G,OFF,16,16,16,622,0,39
18969,1,2020,SEA,77,E.Pocic,G,OFF,14,14,14,494,0,36
18970,1,2020,SF,23,A.Witherspoon,CB,DEF,11,11,4,0,176,57
18971,1,2020,CLE,10,T.Taylor,WR,OFF,3,3,0,12,0,0
18972,1,2020,WAS,25,F.Moreau,CB,DEF,16,16,1,3,83,90
18973,1,2020,SF,3,C.Beathard,QB,OFF,11,6,2,99,0,0
18975,1,2020,DAL,26,J.Lewis,CB,DEF,15,15,13,0,432,0
18977,1,2020,DET,19,K.Golladay,WR,OFF,5,5,5,120,0,0
18978,1,2020,GB,90,M.Adams,NT,DEF,8,8,0,0,69,38
18979,1,2020,LAR,43,J.Johnson III,SS,DEF,16,16,6,0,543,40
18980,1,2020,MIN,49,C.Tankersley,CB,DEF,2,2,1,0,12,15
18981,1,2020,NO,91,T.Hendrickson,DE,DEF,15,15,15,0,296,33
18982,1,2020,CAR,24,R.Douglas,CB,DEF,14,14,11,0,435,44
18983,1,2020,PIT,30,J.Conner,RB,OFF,13,13,11,297,0,0
18984,1,2020,PIT,20,C.Sutton,CB,DEF,16,16,6,0,290,98
18986,1,2020,SEA,26,S.Griffin,CB,DEF,12,12,12,0,430,25
18987,1,2020,SEA,42,L.Hill,SS,DEF,2,2,0,0,48,20
18990,1,2020,TEN,81,J.Smith,TE,OFF,15,15,14,395,0,3
18992,1,2020,JAX,12,D.Westbrook,WR,OFF,2,2,0,4,0,4
18993,1,2020,CIN,34,S.Perine,RB,OFF,16,16,1,110,0,152
18994,1,2020,CIN,58,C.Lawson,DE,DEF,16,16,11,0,383,2
18995,1,2020,GB,30,J.Williams,RB,OFF,14,14,3,222,0,57
18996,1,2020,NYG,22,W.Gallman,RB,OFF,15,15,10,207,0,0
18997,1,2020,DEN,80,J.Butt,TE,OFF,6,5,1,60,0,33
18998,1,2020,IND,25,M.Mack,RB,OFF,1,1,1,3,0,0
19001,1,2020,ATL,64,S.Harlow,G,OFF,1,0,0,0,0,0
19003,1,2020,CHI,29,T.Cohen,RB,OFF,3,3,0,41,0,3
19004,1,2020,CHI,39,E.Jackson,SS,DEF,16,16,15,0,561,3
19005,1,2020,NO,95,R.Glasgow,DT,DEF,2,2,0,0,18,0
19006,1,2020,NYJ,83,J.Malone,WR,OFF,4,4,0,47,0,15
19008,1,2020,CLE,15,R.Switzer,WR,OFF,0,0,0,0,0,0
19009,1,2020,DET,44,J.Reeves-Maybin,OLB,DEF,16,16,0,0,116,100
19011,1,2020,MIA,70,J.Davenport,OT,OFF,16,16,1,41,0,28
19012,1,2020,HOU,91,C.Watkins,DE,DEF,16,16,11,0,287,43
19013,1,2020,PIT,72,Z.Banner,OT,OFF,1,1,1,31,0,1
19014,1,2020,IND,90,G.Stewart,NT,DEF,16,16,16,0,308,83
19016,1,2020,LAR,50,S.Ebukam,OLB,DEF,16,16,6,0,192,117
19017,1,2020,LAR,11,J.Reynolds,WR,OFF,16,16,5,426,0,1
19019,1,2020,MIN,94,J.Johnson,NT,DEF,16,16,16,0,347,46
19020,1,2020,NE,91,D.Wise Jr.,DE,DEF,16,16,7,0,299,23
19021,1,2020,HOU,17,C.Hansen,WR,OFF,5,5,2,151,0,0
19022,1,2020,WAS,72,D.Sharpe,OT,OFF,10,10,2,98,0,15
19023,1,2020,MIA,86,M.Hollins,WR,OFF,16,16,2,152,0,132
19025,1,2020,PIT,5,J.Dobbs,QB,OFF,1,1,0,3,0,0
19026,1,2020,LAC,23,R.Jenkins,FS,DEF,15,15,15,0,455,19
19027,1,2020,CLE,40,T.Thompson,FS,DEF,9,8,0,0,49,23
19029,1,2020,LV,3,N.Peterman,QB,OFF,11,1,0,3,0,0
19031,1,2020,IND,69,W.Holden,G,OFF,2,2,1,43,0,1
19032,1,2020,TB,22,T.Logan,RB,OFF,0,0,0,0,0,0
19033,1,2020,ATL,23,B.Hill,RB,OFF,16,16,1,173,0,57
19034,1,2020,ATL,27,D.Kazee,SS,DEF,4,4,4,0,128,5
19035,1,2020,JAX,85,E.Saubert,TE,OFF,8,8,4,49,0,72
19036,1,2020,NE,72,J.Eluemunor,G,OFF,13,12,8,224,0,22
19037,1,2020,BUF,58,M.Milano,OLB,DEF,10,10,4,0,178,4
19038,1,2020,CAR,29,C.Elder,CB,DEF,16,16,1,0,218,78
19041,1,2020,PHI,4,J.Elliott,K,ST,16,16,0,10,0,55
19042,1,2020,HOU,63,R.Johnson,OT,OFF,16,12,3,130,0,5
19043,1,2020,BUF,19,I.McKenzie,WR,OFF,16,16,6,143,0,3
19044,1,2020,DET,39,J.Agnew,WR,OFF,14,14,2,107,0,105
19045,1,2020,GB,33,A.Jones,RB,OFF,14,14,14,286,0,0
19048,1,2020,DEN,30,N.Hairston,CB,DEF,5,5,0,1,49,4
19049,1,2020,IND,54,A.Walker,ILB,DEF,16,16,16,0,369,75
19051,1,2020,LV,54,U.Eligwe,OLB,DEF,0,0,0,0,0,0
19053,1,2020,MIA,56,D.Godchaux,NT,DEF,5,5,5,0,91,13
19055,1,2020,PIT,64,D.Isidora,G,OFF,5,1,0,1,0,0
19059,1,2020,PHI,47,N.Gerry,OLB,DEF,7,7,6,0,253,33
19061,1,2020,CIN,29,B.Allen,CB,DEF,1,1,1,0,13,3
19062,1,2020,TEN,20,D.King II,FS,DEF,15,15,8,0,375,49
19063,1,2020,SF,85,G.Kittle,TE,OFF,8,8,7,235,0,0
19064,1,2020,SF,15,T.Taylor,WR,OFF,12,12,1,107,0,41
19065,1,2020,TEN,28,J.McNichols,RB,OFF,16,16,0,144,0,34
19066,1,2020,TEN,55,J.Brown,ILB,DEF,10,10,10,0,347,28
19067,1,2020,WAS,87,J.Sprinkle,TE,OFF,16,16,5,116,0,119
19069,1,2020,PHI,36,R.Ford,SS,DEF,8,8,1,0,24,73
19070,1,2020,BAL,36,C.Clark,SS,DEF,16,16,16,0,563,31
19071,1,2020,ARI,51,T.Vallejo,ILB,DEF,16,16,0,2,50,148
19072,1,2020,CAR,40,A.Armah,FB,OFF,16,16,1,77,0,108
19073,1,2020,KC,7,H.Butker,K,ST,16,16,0,3,0,88
19074,1,2020,CIN,50,J.Evans,OLB,DEF,15,15,0,0,32,183
19075,1,2020,CIN,86,M.Schreck,TE,OFF,14,14,1,16,0,80
19076,1,2020,CIN,40,B.Wilson,FS,DEF,15,15,0,0,33,142
19077,1,2020,WAS,96,C.Brantley,DT,DEF,0,0,0,0,0,0
19079,1,2020,ARI,5,Z.Gonzalez,K,ST,12,12,0,3,0,63
19080,1,2020,DAL,85,N.Brown,WR,OFF,16,16,1,120,0,113
19082,1,2020,CLE,66,J.Ivie,NT,DEF,2,0,0,0,0,0
19084,1,2020,DAL,25,X.Woods,FS,DEF,15,15,14,0,524,15
19086,1,2020,TB,95,J.Ledbetter,DE,DEF,3,3,0,0,29,0
19087,1,2020,TB,79,P.O'Connor,DE,DEF,16,16,0,0,33,187
19091,1,2020,SEA,61,K.Fuller,G,OFF,10,9,0,52,0,1
19097,1,2020,NYJ,79,T.Smart,DT,DEF,3,3,0,0,14,0
19098,1,2020,MIA,87,I.Ford,WR,OFF,11,10,1,199,0,0
